article,class
#NowPlaying: Rell & Tez Banga (ft. LilBoosie & Webbie) - Came Up URL,86507043
REF REF WARNING: The #lilchrissamixtape is on datpiff NOW!!! ---> URL <--- #RETWEET #MusicMonday,86507043
"REF im chillin, on the phone wit REF",86507043
REF add me and REF to that playlist LMAO #realtalk tho. but i like sum Keith Sweat/Pleasure P/Trey Songz every NUMce in a while,86507043
REF thank you beautiful,86507043
REF why u never hit me back mami?,86507043
REF ay u got a myspae or email so we can talk about that shit,86507043
REF ur very welcome so whatchu up NUM?,86507043
im supposed to be in the damn shower =/,86507043
IM BAAAAAACK!!! im bout to check all my replies.,86507043
REF same wit me lol. im still tryna get these girls to help me out wit promo signs bu they dont lol,86507043
REF URL - #ThingsThatMakeMyDickHard this,86507043
REF REF <---okay i just had to block these two fags for fuckin wit me,86507043
REF whatchu up NUM? =),86507043
REF yall sum fuck buddies!,86507043
#thingstodoinanelevator  walk in and out of the elevator over and over and piss whos already in the elevator of by saying its Super OCD,86507043
REF chillin. tired af. =/ u?,86507043
#NowPlaying #MusicMonday #MM Download REF mixtape while its still hot. URL <--his new NUM drops v-day!,86507043
REF lol i did sign up already. but i just clicked ur lil link lol dass actually the same link i sent u except with my name,86507043
REF dat boi is a fool haha. whatchu saw so far?,86507043
REF damn bruh. i didnt realize how actice u are with ur fans lol. dass crazy,86507043
DOWNLOAD REF the mixtape (Feb. NUM) PROMO!!! -------> URL,86507043
REF lol maybe so. i think u would let me,86507043
REF same. bout to hop in the shower,86507043
REF just a lil bit. it aint that bad tho lmao i hold it in a lot,86507043
REF  #FF THiS AMAZING FEMALE! lmao,86507043
u dont like me? its cool. ya girl does. NEW TRILL FAM MIXTAPE COMING LATER...(I&#NUM;m on it!),86507043
REF chillin. what kinda moves yall makin next out there lol i gotta stay posted,86507043
Damn. I mean faces and bodies is on point! Oh yes. Im packin ma bags and movin to BR,86507043
"REF #RETWEET PLEASE! #NowPlaying: URL <--""Girlfriend NUM Tonite"" REF & REF",86507043
"I hate when niggaz have no plays, no friends, no fans, barely any songs let alone hits come try to tell me wtf i needa be doin",86507043
REF why u irritated? and sleep? this earlier,86507043
REF dat shit almost done lol ma bad NUM takin so long. im on a ol dial up ass wifi connection lol,86507043
REF but i dont sleep at all lol idk whats wrong wit ma ass lmao i just take lil small naps,86507043
REF idk if u can but URL or this song URL,86507043
REF lol u know who it wuz?,86507043
WOOOOOOOOOOOOOOOOOW #WHODAT #WHODAT #WHODAT #WHODAT #WHODAT #WHODAT #WHODAT #WHODAT #WHODAT  WOOOOOOOOOOOOOOOOW,86507043
REF i wuz just fuckin around lol i deleted it tho. what happened? u meant to put sumn else up?,86507043
REF REF lol it went super hard NUMday!!! sumn wrong wit yall lol why yall hatin on the space,86507043
REF #RETWEET CHECK OUT THIS SONG RIGHT HERE!!! ---> URL #MusicMonday #MM,86507043
"REF #NowPlaying: REF (ft. REF ""NUM Of Everything"" ----> URL",86507043
"Ma dick must be on they brain. Why else would they say ""fuck Chrissa""?",86507043
"REF Happy Women's Day!!! #NowPlaying R. Kelly ""Woman"" ---> URL",86507043
REF URL - damn whats ur twittername now? lol,86507043
WARNING: My mixtape has a lot of fould language/suggestive themes. #lilchrissamixtape,86507043
REF dass wussup. oh yeah and thanks NUM puttin me on #tittyteusday lol. i didnt even know bout it til i saw it on ur tweets,86507043
Baby girl why play wit ur pussy when i can? dat vibrator cant do what i do baby #twitterafterdark,86507043
REF aw so u cant send me no freaky pics tonite huh? LMAO,86507043
REF nun much. just got off the phone wit REF cuhh,86507043
REF i know right?,86507043
REF i called NUMwice so far! imma keep a record of how much i call u so u cant say that i never do,86507043
#FOLLOW REF !!! he just finally grettin used to this twitter shit!,86507043
REF i hope so lol. it always does...idk i just guess this is a lil dry spell,86507043
REF LMAO hey dont hate,86507043
REF PLEASE #RETWEET REF (ft. REF - Girlfriend NUM Tonite URL #MusicMonday #MM,86507043
REF #NowPlaying ---> URL <--- #RETWEET,86507043
REF the song lol,86507043
REF i wuz just jokin lol but why not? :(,86507043
just joined a video chat with NUM other people at URL #tinychat,86507043
REF ur so mean lol. i can see this leading to a no lol,86507043
REF i NUMgot the email,86507043
REF gah damn... smh... this is bullshit lmao,86507043
REF nm chilli. idk if u care but i just read sum news from pleasure p sayin he innocent so im kinda ina better mood LMAO. u?,86507043
REF its all good lol it wuz like a inside joke. i wuz tryna let everyNUM in lmao,86507043
i would say yall gon miss me when im famous but yall prolly gon be stuck watchin me on ur tv all day so...i aint goin nowhere!,86507043
REF nite girl. follow me back!,86507043
"REF #RETWEET PLEASE! #NowPlaying: URL <--""Girlfriend NUM Tonite"" REF & REF",86507043
THROWBACK BOOSIE!!! URL,86507043
REF nun chillin. gettin ready to drop this song tonight. :D just got done looking at how good u look in ur icon ;P,86507043
REF #FOLLOW ma favorite follower. im followin her so dass how u KNOW u should #realtalk lol  ----> REF,86507043
REF k lol. just checkin. i be gettin all excited and shit. haha,86507043
REF i gotchu. =) whatchall got poppin this weekend?? any clubs gon be on?,86507043
REF ayo u got any new exclusives i can drop for #musicmonday on my site? i just need NUM lmao,86507043
REF hell yeah i would want you too. :),86507043
REF nm. listenin to this retarded ass song i neva finished yet lol. its so whack. i tried to sing and put autotune on it LMAO,86507043
#RetweetThisIf you like a lil skinny R&B nigga singin his ass of bout fallin in love wit HOES... URL,86507043
#NowWatching URL <--- dont she go hard? the song go hard more tho!!! ;P ----> URL,86507043
REF same exact thing. except texting instead of talking lol,86507043
Who's excited to hear ''Leavin Girls & Seducing Hoes'' - ft. Cliff Savage? ALSO on the mixtape.,86507043
REF im here!!! why u keep losin me?,86507043
REF whatchuy up NUM?,86507043
REF cuz maybe u got a nice NUM ;P not dat i would know LMAO,86507043
REF text me bNUM i have NUM beat u up haha,86507043
REF why u mad at me?,86507043
#RETWEET Gucci Mane (Produced By REF URL download NODJ version -> URL,86507043
REF he said have fun and yes he is a great cuddler. lol,21254114
"I got my hubby saying ""cut a bitch""...he blames me.  I blame twitter. :)",21254114
REF purdue boilermakers..lol .  hell if I know if they're playing!,21254114
yay!!!  erica had jacob!  NUMlbNUMoz.  and a cutie!!,21254114
REF let me share this whole new world with you? haha,21254114
REF *sigh* alright.  just ready for the day to be over. how are you?,21254114
REF where were you BEFORE my nap!  i needed some snuggles,21254114
REF its true! *stick tongue out at REF,21254114
REF it wasn't exciting!  I was helping cut carpet...wheee,21254114
owww....this aching is starting to annoy me.....,21254114
"REF lol yes, its ALL YOUR FAULT! lol",21254114
REF hell no!  even though I've got some darn good one! lmao REF,21254114
REF you would ask that....lol REF,21254114
REF I don't see any wine in front of me......,21254114
REF you're not THAT far!  just a couple hours :),21254114
REF how the heck are ya??,21254114
REF ugh...I so didn't sleep well.  I have a feeling its going to be a crabby day....lol,21254114
REF dunno....may just hang out at home,21254114
wednesday nites mean ghosthunters and destination truth.  if there is other tv on...i wouldn't know.  and don't particularly care,21254114
ha...just watched hank baskett deal with kendra's uber gay makeup artist.  I'd be scared too,21254114
REF yeah.....i love spending quality time with my bed :),21254114
REF well you tell him i didn't authorize this trip...lol.,21254114
"REF you're coming to kidnap me, right?? :)",21254114
"REF lol just wear your pjs, I don't plan on going out.  lazy nite :)",21254114
REF but of course! *muah*,21254114
in case anyone was REF got put into the time out corner :),21254114
REF and good morning to you too :),21254114
"REF and I loves all my boys!  well, I AM a cuddle/snuggle slut :D",21254114
REF what's wrong with that???,21254114
REF ill do my lil cheerleader routine! woot woot!,21254114
REF well...that's good...right?,21254114
REF young man!  what have I told you about having sex dreams about me?!?! lmao,21254114
REF I see how it is...ill just be cast aside! *sniffle* REF,21254114
URL - dreary fall afternoon here in chi-town.  love these days,21254114
REF wtf what?? REF,21254114
my pot pie is cooking in the microwave and smells damn good.  almost time for a refill on my milk too,21254114
REF tell on me??  for what? to who?? oh no! *pouts*,21254114
REF REF me three!!  october is muy importante to me!,21254114
REF have a good dinner honey!,21254114
REF aww sweetie...that's so sweet *muah*,21254114
REF hmm....I just inhaled a thing of cheesy tots from burger king.  *sigh* I'm happy lol  how are you?,21254114
REF you better! lol or no hunting together :D,21254114
REF oh my gosh!  That's gonna be soooo much fun! :)  what a good bday present to me!,21254114
someone made coffee and now I'm fucking nauseous.  whoever did deserves to die......,21254114
REF *swoon* could you stop be so sexy for a moment! lol nah..nevermind ;),21254114
REF ive been on and off.  completely forgot all about it....i sorry.  still love me?,21254114
REF right? I can't stand it myself...lol,21254114
REF I just realized its this monday that mr d is gone for a week :(,21254114
"REF really?  we're all going out for drinks after work then, you should come with! lol",21254114
REF christ can't help me! Lol REF REF,21254114
REF yeah....I keep putting out my resume out there.  so we shall see....*sigh* so what's up with you?,21254114
riding down on an intertube or going bareback..hmm....,21254114
REF I'm good :) forgot I had a sippy cup of apple juice in the fridge.  SCORE! :) how are you??,21254114
REF i am TOTAL slacker!!!!! and quit checkin' out my bum.  i know its sexy...lmao,21254114
REF no no no!  no strNUM sex!  you should know better then that! lol REF,21254114
REF some men do......and probably wear them better then women!,21254114
"REF someone really wants to see, eh?",21254114
REF gonna go spend time with my dad today before he leaves tomorrow.  but just got some bad news from a friend. :(,21254114
REF I'm alright.  Not nearly as bad as it was earlier this week,21254114
REF I can't believe you went there!!  I'm so proud! hmm...mic stand...lol,21254114
REF umm...NO!  its Ghosthunters time! :D,21254114
REF yeah...I mean I would obviously be upset if family/friends were gone...but MJ??? Enough! Time to move on!!,21254114
REF now why should he keep his hands to himself?  lmao,21254114
"REF geez, I just read that and I'm even more tired then before!",21254114
REF i thought you were leaving!!!  lol,21254114
REF but that's good!!!,21254114
"I can tell by your inflection that what you think you're saying is funny, but no.  <NUM karen walker",21254114
REF REF I'm not picking sides especially since I don't know the whole thing & I don't need NUM know,21254114
"jim brewer, you annoy me.  and now I really hate pizza hut....",21254114
REF lmao I'm sending already random text messages....this is bad,21254114
REF and blah blah to you too :),21254114
"REF youre such a good hubby!!!!! REF is a very lucky man, as are you! xoxoxo",21254114
REF hey...that's up to REF or REF,21254114
"REF *sigh* been a crabby day....but its all good, I've got tomorrow off and dad's here",21254114
REF hey handsome hubby!,21254114
